dataset,unit,option
git,init,--no-template
git,init,--object-format
git,init,-q
git,init,--quiet
git,init,--ref-format
git,init,--separate-git-dir
git,init,--shared
git,init,--template
git,interpret-trailers,--
git,interpret-trailers,--divider
git,interpret-trailers,--if-exists
git,interpret-trailers,--if-missing
git,interpret-trailers,--in-place
git,interpret-trailers,--no-divider
git,interpret-trailers,--no-if-exists
git,interpret-trailers,--no-if-missing
git,interpret-trailers,--no-in-place
git,interpret-trailers,--no-only-input
git,interpret-trailers,--no-only-trailers
git,interpret-trailers,--no-trailer
git,interpret-trailers,--no-trim-empty
git,interpret-trailers,--no-unfold
git,interpret-trailers,--no-where
git,interpret-trailers,--only-input
git,interpret-trailers,--only-trailers
git,interpret-trailers,--parse
git,interpret-trailers,--trailer
git,interpret-trailers,--trim-empty
git,interpret-trailers,--unfold
git,interpret-trailers,--where
git,last-modified,--
git,last-modified,--max-depth
git,last-modified,--no-recursive
git,last-modified,--no-show-trees
git,last-modified,-r
git,last-modified,--recursive
git,last-modified,--show-trees
git,last-modified,-t
git,last-modified,-z
git,log,--
git,log,-a
git,log,--abbrev
git,log,--abbrev-commit
git,log,--after
git,log,--all
git,log,--all-match
git,log,--alternate-refs
git,log,--ancestry-path
git,log,--anchored
git,log,--author
git,log,--author-date-order
git,log,-b
git,log,-B
git,log,--basic-regexp
git,log,--before
git,log,--binary
git,log,--bisect
git,log,--boundary
git,log,--branches
git,log,--break-rewrites
git,log,-c
git,log,-C
git,log,--cc
git,log,--check
git,log,--cherry
git,log,--cherry-mark
git,log,--cherry-pick
git,log,--children
git,log,--clear-decorations
git,log,--color
git,log,--color-moved
git,log,--color-moved-ws
git,log,--color-words
git,log,--combined-all-paths
git,log,--committer
git,log,--compact-summary
git,log,--cumulative
git,log,-D
git,log,--date
git,log,--date-order
git,log,--dd
git,log,--decorate
git,log,--decorate-refs
git,log,--decorate-refs-exclude
git,log,--default-prefix
git,log,--dense
git,log,--diff-algorithm
git,log,--diff-filter
git,log,--diff-merges
git,log,--dirstat
git,log,--dirstat-by-file
git,log,--do-walk
git,log,--dst-prefix
git,log,-E
git,log,--encoding
git,log,--exclude
git,log,--exclude-first-parent-only
git,log,--exclude-hidden
git,log,--expand-tabs
git,log,--ext-diff
git,log,--extended-regexp
git,log,-F
git,log,--find-copies
git,log,--find-copies-harder
git,log,--find-object
git,log,--find-renames
git,log,--first-parent
git,log,--fixed-strings
git,log,--follow
git,log,--format
git,log,--full-diff
git,log,--full-history
git,log,--full-index
git,log,--function-context
git,log,-g
git,log,-G
git,log,--glob
git,log,--graph
git,log,--grep
git,log,--grep-reflog
git,log,--histogram
git,log,-i
git,log,-I
git,log,--ignore-all-space
git,log,--ignore-blank-lines
git,log,--ignore-cr-at-eol
git,log,--ignore-matching-lines
git,log,--ignore-missing
git,log,--ignore-space-at-eol
git,log,--ignore-space-change
git,log,--ignore-submodules
git,log,--indent-heuristic
git,log,--inter-hunk-context
git,log,--invert-grep
git,log,--irreversible-delete
git,log,--i-still-use-this
git,log,--ita-invisible-in-index
git,log,-l
git,log,-L
git,log,--left-only
git,log,--left-right
git,log,--line-prefix
git,log,--log-size
git,log,-m
git,log,-M
git,log,--mailmap
git,log,--max-count
git,log,--max-depth
git,log,--maximal-only
git,log,--max-parents
git,log,--merge
git,log,--merges
git,log,--minimal
git,log,--min-parents
git,log,-n
git,log,--name-only
git,log,--name-status
git,log,--no-abbrev-commit
git,log,--no-color
git,log,--no-color-moved
git,log,--no-color-moved-ws
git,log,--no-decorate
git,log,--no-decorate-refs
git,log,--no-decorate-refs-exclude
git,log,--no-diff-merges
git,log,--no-expand-tabs
git,log,--no-ext-diff
git,log,--no-indent-heuristic
git,log,--no-i-still-use-this
git,log,--no-mailmap
git,log,--no-max-parents
git,log,--no-merges
git,log,--no-min-parents
git,log,--no-notes
git,log,--no-patch
git,log,--no-prefix
git,log,--no-quiet
git,log,--no-relative
git,log,--no-rename-empty
git,log,--no-renames
git,log,--no-source
git,log,--no-standard-notes
git,log,--not
git,log,--notes
git,log,--no-textconv
git,log,--no-use-mailmap
git,log,--no-walk
git,log,--numstat
git,log,-O
git,log,--oneline
git,log,--output
git,log,--output-indicator-context
git,log,--output-indicator-new
git,log,--output-indicator-old
git,log,-p
git,log,-P
git,log,--parents
git,log,--patch
git,log,--patch-with-raw
git,log,--patch-with-stat
git,log,--patience
git,log,--perl-regexp
git,log,--pickaxe-all
git,log,--pickaxe-regex
git,log,--pretty
git,log,-q
git,log,--quiet
git,log,-R
git,log,--raw
git,log,--reflog
git,log,--regexp-ignore-case
git,log,--relative
git,log,--relative-date
git,log,--remerge-diff
git,log,--remotes
git,log,--remove-empty
git,log,--rename-empty
git,log,--reverse
git,log,--right-only
git,log,--rotate-to
git,log,-s
git,log,-S
git,log,--shortstat
git,log,--show-linear-break
git,log,--show-notes
git,log,--show-notes-by-default
git,log,--show-pulls
git,log,--show-signature
git,log,--simplify-by-decoration
git,log,--simplify-merges
git,log,--since
git,log,--since-as-filter
git,log,--single-worktree
git,log,--skip
git,log,--skip-to
git,log,--source
git,log,--sparse
git,log,--src-prefix
git,log,--standard-notes
git,log,--stat
git,log,--stdin
git,log,--submodule
git,log,--summary
git,log,-t
git,log,--tags
git,log,--text
git,log,--textconv
git,log,--topo-order
git,log,-u
git,log,-U
git,log,--unified
git,log,--until
git,log,--use-mailmap
git,log,-w
git,log,-W
git,log,--walk-reflogs
git,log,--word-diff
git,log,--word-diff-regex
git,log,--ws-error-highlight
git,log,-X
git,log,-z
git,ls-files,--
git,ls-files,--abbrev
git,ls-files,-c
git,ls-files,--cached
git,ls-files,-d
git,ls-files,--debug
git,ls-files,--deduplicate
git,ls-files,--deleted
git,ls-files,--directory
git,ls-files,--empty-directory
git,ls-files,--eol
git,ls-files,--error-unmatch
git,ls-files,--exclude
git,ls-files,--exclude-from
git,ls-files,--exclude-per-directory
git,ls-files,--exclude-standard
git,ls-files,-f
git,ls-files,--format
git,ls-files,--full-name
git,ls-files,-i
git,ls-files,--ignored
git,ls-files,-k
git,ls-files,--killed
git,ls-files,-m
git,ls-files,--modified
git,ls-files,--no-abbrev
git,ls-files,--no-cached
git,ls-files,--no-debug
git,ls-files,--no-deduplicate
git,ls-files,--no-deleted
git,ls-files,--no-directory
git,ls-files,--no-empty-directory
git,ls-files,--no-eol
git,ls-files,--no-error-unmatch
git,ls-files,--no-exclude-per-directory
git,ls-files,--no-ignored
git,ls-files,--no-killed
git,ls-files,--no-modified
git,ls-files,--no-others
git,ls-files,--no-recurse-submodules
git,ls-files,--no-resolve-undo
git,ls-files,--no-sparse
git,ls-files,--no-stage
git,ls-files,--no-unmerged
git,ls-files,--no-with-tree
git,ls-files,-o
git,ls-files,--others
git,ls-files,--recurse-submodules
git,ls-files,--resolve-undo
git,ls-files,-s
git,ls-files,--sparse
git,ls-files,--stage
git,ls-files,-t
git,ls-files,-u
git,ls-files,--unmerged
git,ls-files,-v
git,ls-files,--with-tree
git,ls-files,-x
git,ls-files,-X
git,ls-files,-z
git,ls-remote,--
git,ls-remote,-b
git,ls-remote,--branches
git,ls-remote,--exec
git,ls-remote,--exit-code
git,ls-remote,--get-url
git,ls-remote,-h
git,ls-remote,--heads
git,ls-remote,--no-branches
git,ls-remote,--no-exec
git,ls-remote,--no-exit-code
git,ls-remote,--no-get-url
git,ls-remote,--no-heads
git,ls-remote,--no-quiet
git,ls-remote,--no-refs
git,ls-remote,--no-server-option
git,ls-remote,--no-sort
git,ls-remote,--no-symref
git,ls-remote,--no-tags
git,ls-remote,--no-upload-pack
git,ls-remote,-o
git,ls-remote,-q
git,ls-remote,--quiet
git,ls-remote,--refs
git,ls-remote,--server-option
git,ls-remote,--sort
git,ls-remote,--symref
git,ls-remote,-t
git,ls-remote,--tags
git,ls-remote,--upload-pack
git,ls-tree,--
git,ls-tree,--abbrev
git,ls-tree,-d
git,ls-tree,--format
git,ls-tree,--full-name
git,ls-tree,--full-tree
git,ls-tree,-l
git,ls-tree,--long
git,ls-tree,--name-only
git,ls-tree,--name-status
git,ls-tree,--no-abbrev
git,ls-tree,--no-full-name
git,ls-tree,--no-full-tree
git,ls-tree,--object-only
git,ls-tree,-r
git,ls-tree,-t
git,ls-tree,-z
git,mailinfo,--
git,mailinfo,-b
git,mailinfo,--encoding
git,mailinfo,--inbody-headers
git,mailinfo,-k
git,mailinfo,-m
git,mailinfo,--message-id
git,mailinfo,-n
git,mailinfo,--no-inbody-headers
git,mailinfo,--no-message-id
git,mailinfo,--no-scissors
git,mailinfo,--quoted-cr
git,mailinfo,--scissors
git,mailinfo,-u
git,mailsplit,-b
git,mailsplit,-d
git,mailsplit,-f
git,mailsplit,--keep-cr
git,mailsplit,--mboxrd
git,mailsplit,-o
git,maintenance,--auto
git,maintenance,--quiet
git,maintenance,--schedule
git,maintenance,--scheduler
git,maintenance,--task
git,maintenance,--user
git,merge-base,-a
git,merge-base,--all
git,merge-base,--fork-point
git,merge-base,--independent
git,merge-base,--is-ancestor
git,merge-base,--no-all
git,merge-base,--octopus
git,merge-file,--
git,merge-file,--diff3
git,merge-file,--diff-algorithm
git,merge-file,-L
git,merge-file,--marker-size
git,merge-file,--no-diff3
git,merge-file,--no-marker-size
git,merge-file,--no-object-id
git,merge-file,--no-ours
git,merge-file,--no-quiet
git,merge-file,--no-stdout
git,merge-file,--no-theirs
git,merge-file,--no-union
git,merge-file,--no-zdiff3
git,merge-file,--object-id
git,merge-file,--ours
git,merge-file,-p
git,merge-file,-q
git,merge-file,--quiet
git,merge-file,--stdout
git,merge-file,--theirs
git,merge-file,--union
git,merge-file,--zdiff3
git,merge-index,-a
git,merge-index,-o
git,merge-index,-q
git,mergetool,-g
git,mergetool,--gui
git,mergetool,--no-gui
git,mergetool,--no-prompt
git,mergetool,-O
git,mergetool,--prompt
git,mergetool,-t
git,mergetool,--tool
git,mergetool,--tool-help
git,mergetool,-y
git,merge-tree,--
git,merge-tree,--allow-unrelated-histories
git,merge-tree,--merge-base
git,merge-tree,--messages
git,merge-tree,--name-only
git,merge-tree,--no-merge-base
git,merge-tree,--no-messages
git,merge-tree,--no-strategy-option
git,merge-tree,--quiet
git,merge-tree,--stdin
git,merge-tree,--strategy-option
git,merge-tree,--trivial-merge
git,merge-tree,--write-tree
git,merge-tree,-X
git,merge-tree,-z
git,merge,--
git,merge,--abort
git,merge,--allow-unrelated-histories
git,merge,--autostash
git,merge,--cleanup
git,merge,--commit
git,merge,--compact-summary
git,merge,--continue
git,merge,-e
git,merge,--edit
git,merge,-F
git,merge,--ff
git,merge,--ff-only
git,merge,--file
git,merge,--gpg-sign
git,merge,--into-name
git,merge,--log
git,merge,-m
git,merge,--message
git,merge,-n
git,merge,--no-abort
git,merge,--no-allow-unrelated-histories
git,merge,--no-autostash
git,merge,--no-cleanup
git,merge,--no-commit
git,merge,--no-compact-summary
git,merge,--no-continue
git,merge,--no-edit
git,merge,--no-ff
git,merge,--no-gpg-sign
git,merge,--no-into-name
git,merge,--no-log
git,merge,--no-message
git,merge,--no-overwrite-ignore
git,merge,--no-progress
git,merge,--no-quiet
git,merge,--no-quit
git,merge,--no-rerere-autoupdate
git,merge,--no-signoff
git,merge,--no-squash
git,merge,--no-stat
git,merge,--no-strategy
git,merge,--no-strategy-option
git,merge,--no-summary
git,merge,--no-verbose
git,merge,--no-verify
git,merge,--no-verify-signatures
git,merge,--overwrite-ignore
git,merge,--progress
git,merge,-q
git,merge,--quiet
git,merge,--quit
git,merge,--rerere-autoupdate
git,merge,-s
git,merge,-S
git,merge,--signoff
git,merge,--squash
git,merge,--stat
git,merge,--strategy
git,merge,--strategy-option
git,merge,--summary
git,merge,-v
git,merge,--verbose
git,merge,--verify
git,merge,--verify-signatures
git,merge,-X
git,mktag,--no-strict
git,mktag,--strict
git,mktree,--
git,mktree,--batch
git,mktree,--missing
git,mktree,--no-batch
git,mktree,--no-missing
git,mktree,-z
git,multi-pack-index,--
git,multi-pack-index,--batch-size
git,multi-pack-index,--bitmap
git,multi-pack-index,--incremental
git,multi-pack-index,--no-bitmap
git,multi-pack-index,--no-incremental
git,multi-pack-index,--no-object-dir
git,multi-pack-index,--no-progress
git,multi-pack-index,--no-stdin-packs
git,multi-pack-index,--object-dir
git,multi-pack-index,--preferred-pack
git,multi-pack-index,--progress
git,multi-pack-index,--refs-snapshot
git,multi-pack-index,--stdin-packs
git,mv,--
git,mv,--dry-run
git,mv,-f
git,mv,--force
git,mv,-k
git,mv,-n
git,mv,--no-dry-run
git,mv,--no-force
git,mv,--no-sparse
git,mv,--no-verbose
git,mv,--sparse
git,mv,-v
git,mv,--verbose
git,name-rev,--
git,name-rev,--all
git,name-rev,--always
git,name-rev,--annotate-stdin
git,name-rev,--exclude
git,name-rev,--name-only
git,name-rev,--no-all
git,name-rev,--no-always
git,name-rev,--no-annotate-stdin
git,name-rev,--no-exclude
git,name-rev,--no-name-only
git,name-rev,--no-peel-tag
git,name-rev,--no-refs
git,name-rev,--no-stdin
git,name-rev,--no-tags
git,name-rev,--no-undefined
git,name-rev,--peel-tag
git,name-rev,--refs
git,name-rev,--stdin
git,name-rev,--tags
git,name-rev,--undefined
git,notes,--abort
git,notes,--allow-empty
git,notes,-c
git,notes,-C
git,notes,--commit
git,notes,--dry-run
git,notes,-e
git,notes,-f
git,notes,-F
git,notes,--file
git,notes,--force
git,notes,--ignore-missing
git,notes,-m
git,notes,--message
git,notes,-n
git,notes,--no-ref
git,notes,--no-separator
git,notes,--no-stripspace
git,notes,-q
git,notes,--quiet
git,notes,--reedit-message
git,notes,--ref
git,notes,--reuse-message
git,notes,-s
git,notes,--separator
git,notes,--stdin
git,notes,--strategy
git,notes,--stripspace
git,notes,-v
git,notes,--verbose
git,pack-objects,--
git,pack-objects,--all
git,pack-objects,--all-progress
git,pack-objects,--all-progress-implied
git,pack-objects,--compression
git,pack-objects,--cruft
git,pack-objects,--cruft-expiration
git,pack-objects,--delta-base-offset
git,pack-objects,--delta-islands
git,pack-objects,--depth
git,pack-objects,--exclude-promisor-objects
git,pack-objects,--exclude-promisor-objects-best-effort
git,pack-objects,--filter
git,pack-objects,--honor-pack-keep
git,pack-objects,--include-tag
git,pack-objects,--incremental
git,pack-objects,--indexed-objects
git,pack-objects,--index-version
git,pack-objects,--keep-pack
git,pack-objects,--keep-true-parents
git,pack-objects,--keep-unreachable
git,pack-objects,--local
git,pack-objects,--max-pack-size
git,pack-objects,--missing
git,pack-objects,--name-hash-version
git,pack-objects,--no-all-progress
git,pack-objects,--no-all-progress-implied
git,pack-objects,--no-compression
git,pack-objects,--no-cruft
git,pack-objects,--no-cruft-expiration
git,pack-objects,--no-delta-base-offset
git,pack-objects,--no-delta-islands
git,pack-objects,--no-depth
git,pack-objects,--no-exclude-promisor-objects
git,pack-objects,--no-exclude-promisor-objects-best-effort
git,pack-objects,--no-filter
git,pack-objects,--no-honor-pack-keep
git,pack-objects,--no-include-tag
git,pack-objects,--no-incremental
git,pack-objects,--no-keep-pack
git,pack-objects,--no-keep-true-parents
git,pack-objects,--no-keep-unreachable
git,pack-objects,--no-local
git,pack-objects,--no-name-hash-version
git,pack-objects,--non-empty
git,pack-objects,--no-non-empty
git,pack-objects,--no-pack-loose-unreachable
git,pack-objects,--no-path-walk
git,pack-objects,--no-progress
git,pack-objects,--no-quiet
git,pack-objects,--no-reuse-delta
git,pack-objects,--no-reuse-object
git,pack-objects,--no-revs
git,pack-objects,--no-shallow
git,pack-objects,--no-sparse
git,pack-objects,--no-stdin-packs
git,pack-objects,--no-stdout
git,pack-objects,--no-thin
git,pack-objects,--no-threads
git,pack-objects,--no-unpack-unreachable
git,pack-objects,--no-uri-protocol
git,pack-objects,--no-use-bitmap-index
git,pack-objects,--no-window
git,pack-objects,--no-write-bitmap-index
git,pack-objects,--no-write-bitmap-index-quiet
git,pack-objects,--pack-loose-unreachable
git,pack-objects,--path-walk
git,pack-objects,--progress
git,pack-objects,-q
git,pack-objects,--quiet
git,pack-objects,--reflog
git,pack-objects,--reuse-delta
git,pack-objects,--reuse-object
git,pack-objects,--revs
git,pack-objects,--shallow
git,pack-objects,--sparse
git,pack-objects,--stdin-packs
git,pack-objects,--stdout
git,pack-objects,--thin
git,pack-objects,--threads
git,pack-objects,--unpacked
git,pack-objects,--unpack-unreachable
git,pack-objects,--uri-protocol
git,pack-objects,--use-bitmap-index
git,pack-objects,--window
git,pack-objects,--window-memory
git,pack-objects,--write-bitmap-index
git,pack-objects,--write-bitmap-index-quiet
git,pack-redundant,--all
git,pack-redundant,--alt-odb
git,pack-redundant,--verbose
git,pack-refs,--
git,pack-refs,--all
git,pack-refs,--auto
git,pack-refs,--exclude
git,pack-refs,--include
git,pack-refs,--no-all
git,pack-refs,--no-auto
git,pack-refs,--no-exclude
git,pack-refs,--no-include
git,pack-refs,--no-prune
git,pack-refs,--prune
git,patch-id,--stable
git,patch-id,--unstable
git,patch-id,--verbatim
git,pickaxe,--
git,pickaxe,--abbrev
git,pickaxe,-b
git,pickaxe,-c
git,pickaxe,-C
git,pickaxe,--color-by-age
git,pickaxe,--color-lines
git,pickaxe,--contents
git,pickaxe,--diff-algorithm
git,pickaxe,-e
git,pickaxe,-f
git,pickaxe,--ignore-rev
git,pickaxe,--ignore-revs-file
git,pickaxe,--incremental
git,pickaxe,-l
git,pickaxe,-L
git,pickaxe,--line-porcelain
git,pickaxe,-M
git,pickaxe,--minimal
git,pickaxe,-n
git,pickaxe,--no-abbrev
git,pickaxe,--no-color-by-age
git,pickaxe,--no-color-lines
git,pickaxe,--no-contents
git,pickaxe,--no-ignore-rev
git,pickaxe,--no-ignore-revs-file
git,pickaxe,--no-incremental
git,pickaxe,--no-line-porcelain
git,pickaxe,--no-minimal
git,pickaxe,--no-porcelain
git,pickaxe,--no-progress
git,pickaxe,--no-root
git,pickaxe,--no-score-debug
git,pickaxe,--no-show-email
git,pickaxe,--no-show-name
git,pickaxe,--no-show-number
git,pickaxe,--no-show-stats
git,pickaxe,-p
git,pickaxe,--porcelain
git,pickaxe,--progress
git,pickaxe,--root
git,pickaxe,-s
git,pickaxe,-S
git,pickaxe,--score-debug
git,pickaxe,--show-email
git,pickaxe,--show-name
git,pickaxe,--show-number
git,pickaxe,--show-stats
git,pickaxe,-t
git,pickaxe,-w
git,prune-packed,--
git,prune-packed,--dry-run
git,prune-packed,-n
git,prune-packed,--no-dry-run
git,prune-packed,--no-quiet
git,prune-packed,-q
git,prune-packed,--quiet
git,prune,--
git,prune,--dry-run
git,prune,--exclude-promisor-objects
git,prune,--expire
git,prune,-n
git,prune,--no-dry-run
git,prune,--no-exclude-promisor-objects
git,prune,--no-expire
git,prune,--no-progress
git,prune,--no-verbose
git,prune,--progress
git,prune,-v
git,prune,--verbose
git,pull,--
git,pull,-4
git,pull,-6
git,pull,-a
git,pull,--all
git,pull,--allow-unrelated-histories
git,pull,--append
git,pull,--atomic
git,pull,--autostash
git,pull,--cleanup
git,pull,--commit
git,pull,--compact-summary
git,pull,--deepen
git,pull,--depth
git,pull,--dry-run
git,pull,-e
git,pull,--edit
git,pull,-f
git,pull,--ff
git,pull,--ff-only
git,pull,--filter
git,pull,--force
git,pull,--gpg-sign
git,pull,--ipv4
git,pull,--ipv6
git,pull,-j
git,pull,--jobs
git,pull,-k
git,pull,--keep
git,pull,--local
git,pull,--log
git,pull,-n
git,pull,--negotiate-only
git,pull,--negotiation-tip
git,pull,--no-all
git,pull,--no-allow-unrelated-histories
git,pull,--no-append
git,pull,--no-autostash
git,pull,--no-cleanup
git,pull,--no-commit
git,pull,--no-compact-summary
git,pull,--no-deepen
git,pull,--no-depth
git,pull,--no-dry-run
git,pull,--no-edit
git,pull,--no-ff
git,pull,--no-force
git,pull,--no-gpg-sign
git,pull,--no-ipv4
git,pull,--no-ipv6
git,pull,--no-jobs
git,pull,--no-keep
git,pull,--no-log
git,pull,--no-negotiation-tip
git,pull,--no-progress
git,pull,--no-prune
git,pull,--no-quiet
git,pull,--no-rebase
git,pull,--no-recurse-submodules
git,pull,--no-server-option
git,pull,--no-set-upstream
git,pull,--no-shallow-exclude
git,pull,--no-shallow-since
git,pull,--no-show-forced-updates
git,pull,--no-signoff
git,pull,--no-squash
git,pull,--no-stat
git,pull,--no-strategy
git,pull,--no-strategy-option
git,pull,--no-summary
git,pull,--no-tags
git,pull,--no-update-shallow
git,pull,--no-upload-pack
git,pull,--no-verbose
git,pull,--no-verify
git,pull,--no-verify-signatures
git,pull,-o
git,pull,-p
git,pull,--porcelain
git,pull,--prefetch
git,pull,--progress
git,pull,--prune
git,pull,-q
git,pull,--quiet
git,pull,-r
git,pull,--rebase
git,pull,--recurse-submodules
git,pull,--refmap
git,pull,-s
git,pull,-S
git,pull,--server-option
git,pull,--set-upstream
git,pull,--shallow-exclude
git,pull,--shallow-since
git,pull,--show-forced-updates
git,pull,--signoff
git,pull,--squash
git,pull,--stat
git,pull,--strategy
git,pull,--strategy-option
git,pull,--summary
git,pull,-t
git,pull,--tags
git,pull,--unshallow
git,pull,--update-shallow
git,pull,--upload-pack
git,pull,-v
git,pull,--verbose
git,pull,--verify
git,pull,--verify-signatures
git,pull,-X
git,push,--
git,push,-4
git,push,-6
git,push,--all
git,push,--atomic
git,push,--branches
git,push,-d
git,push,--delete
git,push,--dry-run
git,push,--exec
git,push,-f
git,push,--follow-tags
git,push,--force
git,push,--force-if-includes
git,push,--force-with-lease
git,push,--ipv4
git,push,--ipv6
git,push,--local
git,push,--mirror
git,push,-n
git,push,--no-all
git,push,--no-atomic
git,push,--no-branches
git,push,--no-delete
git,push,--no-dry-run
git,push,--no-exec
git,push,--no-follow-tags
git,push,--no-force
git,push,--no-force-if-includes
git,push,--no-force-with-lease
git,push,--no-mirror
git,push,--no-porcelain
git,push,--no-progress
git,push,--no-prune
git,push,--no-push-option
git,push,--no-quiet
git,push,--no-receive-pack
git,push,--no-recurse-submodules
git,push,--no-repo
git,push,--no-set-upstream
git,push,--no-signed
git,push,--no-tags
git,push,--no-thin
git,push,--no-verbose
git,push,--no-verify
git,push,-o
git,push,--porcelain
git,push,--progress
git,push,--prune
git,push,--push-option
git,push,-q
git,push,--quiet
git,push,--rebase
git,push,--receive-pack
git,push,--recurse-submodules
git,push,--repo
git,push,--set-upstream
git,push,--signed
git,push,--tags
git,push,--thin
git,push,-u
git,push,-v
git,push,--verbose
git,push,--verify
git,quiltimport,--author
git,quiltimport,-b
git,quiltimport,--dry-run
git,quiltimport,--keep-non-patch
git,quiltimport,-n
git,quiltimport,--no-author
git,quiltimport,--no-dry-run
git,quiltimport,--no-keep-non-patch
git,quiltimport,--no-patches
git,quiltimport,--no-series
git,quiltimport,--patches
git,quiltimport,--series
git,range-diff,--
git,range-diff,-a
git,range-diff,--abbrev
git,range-diff,--anchored
git,range-diff,-b
git,range-diff,-B
git,range-diff,--binary
git,range-diff,--break-rewrites
git,range-diff,-C
git,range-diff,--check
git,range-diff,--color
git,range-diff,--color-moved
git,range-diff,--color-moved-ws
git,range-diff,--color-words
git,range-diff,--compact-summary
git,range-diff,--creation-factor
git,range-diff,--cumulative
git,range-diff,-D
git,range-diff,--default-prefix
git,range-diff,--diff-algorithm
git,range-diff,--diff-filter
git,range-diff,--diff-merges
git,range-diff,--dirstat
git,range-diff,--dirstat-by-file
git,range-diff,--dst-prefix
git,range-diff,--dual-color
git,range-diff,--exit-code
git,range-diff,--ext-diff
git,range-diff,--find-copies
git,range-diff,--find-copies-harder
git,range-diff,--find-object
git,range-diff,--find-renames
git,range-diff,--follow
git,range-diff,--full-index
git,range-diff,--function-context
git,range-diff,-G
git,range-diff,--histogram
git,range-diff,-I
git,range-diff,--ignore-all-space
git,range-diff,--ignore-blank-lines
git,range-diff,--ignore-cr-at-eol
git,range-diff,--ignore-matching-lines
git,range-diff,--ignore-space-at-eol
git,range-diff,--ignore-space-change
git,range-diff,--ignore-submodules
git,range-diff,--indent-heuristic
git,range-diff,--inter-hunk-context
git,range-diff,--irreversible-delete
git,range-diff,--ita-invisible-in-index
git,range-diff,--ita-visible-in-index
git,range-diff,-l
git,range-diff,--left-only
git,range-diff,--line-prefix
git,range-diff,-M
git,range-diff,--max-depth
git,range-diff,--max-memory
git,range-diff,--minimal
git,range-diff,-N
git,range-diff,--name-only
git,range-diff,--name-status
git,range-diff,--no-abbrev
git,range-diff,--no-color
git,range-diff,--no-color-moved
git,range-diff,--no-color-moved-ws
git,range-diff,--no-compact-summary
git,range-diff,--no-creation-factor
git,range-diff,--no-diff-merges
git,range-diff,--no-dual-color
git,range-diff,--no-exit-code
git,range-diff,--no-ext-diff
git,range-diff,--no-find-copies-harder
git,range-diff,--no-follow
git,range-diff,--no-full-index
git,range-diff,--no-function-context
git,range-diff,--no-ignore-matching-lines
git,range-diff,--no-indent-heuristic
git,range-diff,--no-left-only
git,range-diff,--no-max-memory
git,range-diff,--no-notes
git,range-diff,--no-patch
git,range-diff,--no-prefix
git,range-diff,--no-quiet
git,range-diff,--no-relative
git,range-diff,--no-remerge-diff
git,range-diff,--no-rename-empty
git,range-diff,--no-renames
git,range-diff,--no-right-only
git,range-diff,--notes
git,range-diff,--no-text
git,range-diff,--no-textconv
git,range-diff,--numstat
git,range-diff,-O
git,range-diff,--output
git,range-diff,--output-indicator-context
git,range-diff,--output-indicator-new
git,range-diff,--output-indicator-old
git,range-diff,-p
git,range-diff,--patch
git,range-diff,--patch-with-raw
git,range-diff,--patch-with-stat
git,range-diff,--patience
git,range-diff,--pickaxe-all
git,range-diff,--pickaxe-regex
git,range-diff,--quiet
git,range-diff,-R
git,range-diff,--raw
git,range-diff,--relative
git,range-diff,--remerge-diff
git,range-diff,--rename-empty
git,range-diff,--right-only
git,range-diff,--rotate-to
git,range-diff,-s
git,range-diff,-S
git,range-diff,--shortstat
git,range-diff,--skip-to
git,range-diff,--src-prefix
git,range-diff,--stat
git,range-diff,--stat-count
git,range-diff,--stat-graph-width
git,range-diff,--stat-name-width
git,range-diff,--stat-width
git,range-diff,--submodule
git,range-diff,--summary
git,range-diff,--text
git,range-diff,--textconv
git,range-diff,-u
git,range-diff,-U
git,range-diff,--unified
git,range-diff,-w
git,range-diff,-W
git,range-diff,--word-diff
git,range-diff,--word-diff-regex
git,range-diff,--ws-error-highlight
git,range-diff,-X
git,range-diff,-z
git,read-tree,--
git,read-tree,-a
git,read-tree,--aggressive
git,read-tree,--debug-unpack
git,read-tree,--dry-run
git,read-tree,--empty
git,read-tree,--exclude-per-directory
git,read-tree,-i
git,read-tree,--index-output
git,read-tree,-m
git,read-tree,-n
git,read-tree,--no-aggressive
git,read-tree,--no-debug-unpack
git,read-tree,--no-dry-run
git,read-tree,--no-empty
git,read-tree,--no-quiet
git,read-tree,--no-recurse-submodules
git,read-tree,--no-reset
git,read-tree,--no-sparse-checkout
git,read-tree,--no-super-prefix
git,read-tree,--no-trivial
git,read-tree,--no-verbose
git,read-tree,--prefix
git,read-tree,-q
git,read-tree,--quiet
git,read-tree,--recurse-submodules
git,read-tree,--reset
git,read-tree,--sparse-checkout
git,read-tree,--super-prefix
git,read-tree,--trivial
git,read-tree,-u
git,read-tree,-v
git,read-tree,--verbose
git,rebase,--
git,rebase,--abort
git,rebase,--allow-empty-message
git,rebase,--apply
git,rebase,--autosquash
git,rebase,--autostash
git,rebase,-C
git,rebase,--committer-date-is-author-date
git,rebase,--continue
git,rebase,--edit-todo
git,rebase,--empty
git,rebase,--exec
git,rebase,-f
git,rebase,--ff
git,rebase,--force-rebase
git,rebase,--fork-point
git,rebase,--gpg-sign
git,rebase,-i
git,rebase,--ignore-date
git,rebase,--ignore-whitespace
git,rebase,--interactive
git,rebase,--keep-base
git,rebase,--keep-empty
git,rebase,-m
git,rebase,--merge
git,rebase,-n
git,rebase,--no-allow-empty-message
